player_id,player_name,item_id,item_name,category,rating,play_style
73,Player_73,33,Victory Dance Emote,Skin,3,support
73,Player_73,38,Helmet Skull,Skin,5,support
73,Player_73,22,Arctic Ghost,Skin,3,support
73,Player_73,7,Crossbow,Weapon,2,support
73,Player_73,29,Ocean Pirate,Skin,5,support
73,Player_73,55,Kill 3 in One Match,Mission,4,support
74,Player_74,40,Vehicle Ice Bike,Skin,5,support
74,Player_74,45,Loot 5 Crates,Mission,4,support
74,Player_74,26,Cyber Punk,Skin,5,support
74,Player_74,42,Sniper Elite,Mission,2,support
74,Player_74,6,LMG M249,Weapon,2,support
74,Player_74,55,Kill 3 in One Match,Mission,3,support
74,Player_74,22,Arctic Ghost,Skin,4,support
75,Player_75,48,Land at Hot Zone,Mission,2,aggressive
75,Player_75,6,LMG M249,Weapon,5,aggressive
75,Player_75,28,Fire Dancer,Skin,3,aggressive
75,Player_75,7,Crossbow,Weapon,4,aggressive
75,Player_75,49,Revive 3 Teammates,Mission,2,aggressive
75,Player_75,41,First Blood,Mission,2,aggressive
76,Player_76,51,Use 5 Medkits,Mission,3,collector
76,Player_76,4,SMG Vector,Weapon,5,collector
76,Player_76,19,Shotgun S1897,Weapon,3,collector
76,Player_76,23,Desert Camo,Skin,5,collector
76,Player_76,24,Shadow Ninja,Skin,5,collector
76,Player_76,28,Fire Dancer,Skin,4,collector
76,Player_76,10,SMG UMP45,Weapon,5,collector
77,Player_77,44,Chicken Dinner,Mission,5,aggressive
77,Player_77,16,Grenade Launcher,Weapon,4,aggressive
77,Player_77,32,Jungle Scout,Skin,2,aggressive
77,Player_77,38,Helmet Skull,Skin,5,aggressive
77,Player_77,10,SMG UMP45,Weapon,5,aggressive
77,Player_77,15,Sniper Mini-14,Weapon,3,aggressive
77,Player_77,30,Mech Suit,Skin,2,aggressive
77,Player_77,41,First Blood,Mission,5,aggressive
77,Player_77,17,Rifle QBZ,Weapon,5,aggressive
78,Player_78,20,Pistol Flare Gun,Weapon,5,support
78,Player_78,41,First Blood,Mission,2,support
78,Player_78,28,Fire Dancer,Skin,3,support
78,Player_78,45,Loot 5 Crates,Mission,5,support
78,Player_78,17,Rifle QBZ,Weapon,4,support
78,Player_78,30,Mech Suit,Skin,4,support
78,Player_78,60,Explore All Map Zones,Mission,4,support
78,Player_78,13,Rifle AKM,Weapon,2,support
78,Player_78,25,Golden Warrior,Skin,5,support
79,Player_79,1,Assault Rifle M4,Weapon,5,sniper
79,Player_79,37,Helmet Crown,Skin,4,sniper
79,Player_79,56,Destroy 2 Vehicles,Mission,3,sniper
79,Player_79,44,Chicken Dinner,Mission,4,sniper
79,Player_79,50,Drive 1km in Vehicle,Mission,3,sniper
79,Player_79,48,Land at Hot Zone,Mission,3,sniper
79,Player_79,4,SMG Vector,Weapon,4,sniper
80,Player_80,41,First Blood,Mission,4,explorer
80,Player_80,7,Crossbow,Weapon,5,explorer
80,Player_80,58,Kill with Flare Gun,Mission,2,explorer
80,Player_80,60,Explore All Map Zones,Mission,5,explorer
80,Player_80,42,Sniper Elite,Mission,3,explorer
80,Player_80,3,Shotgun S12K,Weapon,2,explorer
81,Player_81,21,Neon Striker,Skin,4,support
81,Player_81,48,Land at Hot Zone,Mission,4,support
81,Player_81,27,Classic Soldier,Skin,3,support
81,Player_81,12,Pistol P18C,Weapon,4,support
81,Player_81,13,Rifle AKM,Weapon,5,support
81,Player_81,9,Rifle SCAR-L,Weapon,4,support
81,Player_81,51,Use 5 Medkits,Mission,5,support
82,Player_82,30,Mech Suit,Skin,5,aggressive
82,Player_82,5,Pistol Desert Eagle,Weapon,4,aggressive
82,Player_82,10,SMG UMP45,Weapon,3,aggressive
82,Player_82,49,Revive 3 Teammates,Mission,5,aggressive
82,Player_82,15,Sniper Mini-14,Weapon,2,aggressive
83,Player_83,35,Parachute Flames,Skin,4,explorer
83,Player_83,8,Shotgun DBS,Weapon,5,explorer
83,Player_83,30,Mech Suit,Skin,4,explorer
83,Player_83,24,Shadow Ninja,Skin,2,explorer
83,Player_83,44,Chicken Dinner,Mission,3,explorer
83,Player_83,48,Land at Hot Zone,Mission,5,explorer
83,Player_83,56,Destroy 2 Vehicles,Mission,2,explorer
84,Player_84,57,Collect All Ammo Types,Mission,4,aggressive
84,Player_84,36,Parachute Galaxy,Skin,5,aggressive
84,Player_84,21,Neon Striker,Skin,2,aggressive
84,Player_84,40,Vehicle Ice Bike,Skin,3,aggressive
84,Player_84,15,Sniper Mini-14,Weapon,2,aggressive
84,Player_84,42,Sniper Elite,Mission,2,aggressive
84,Player_84,5,Pistol Desert Eagle,Weapon,4,aggressive
84,Player_84,41,First Blood,Mission,5,aggressive
84,Player_84,30,Mech Suit,Skin,2,aggressive
85,Player_85,16,Grenade Launcher,Weapon,5,aggressive
85,Player_85,57,Collect All Ammo Types,Mission,4,aggressive
85,Player_85,35,Parachute Flames,Skin,5,aggressive
85,Player_85,9,Rifle SCAR-L,Weapon,4,aggressive
85,Player_85,25,Golden Warrior,Skin,5,aggressive
86,Player_86,54,Parachute 500m,Mission,2,sniper
86,Player_86,32,Jungle Scout,Skin,4,sniper
86,Player_86,40,Vehicle Ice Bike,Skin,3,sniper
86,Player_86,27,Classic Soldier,Skin,5,sniper
86,Player_86,18,SMG Tommy Gun,Weapon,5,sniper
87,Player_87,55,Kill 3 in One Match,Mission,4,explorer
87,Player_87,24,Shadow Ninja,Skin,2,explorer
87,Player_87,7,Crossbow,Weapon,5,explorer
87,Player_87,44,Chicken Dinner,Mission,4,explorer
87,Player_87,59,Win Solo Match,Mission,3,explorer
87,Player_87,35,Parachute Flames,Skin,2,explorer
88,Player_88,6,LMG M249,Weapon,4,explorer
88,Player_88,43,Survive 10 Minutes,Mission,3,explorer
88,Player_88,14,LMG DP-28,Weapon,3,explorer
88,Player_88,42,Sniper Elite,Mission,3,explorer
88,Player_88,41,First Blood,Mission,2,explorer
88,Player_88,39,Vehicle Lava Buggy,Skin,3,explorer
88,Player_88,2,Sniper AWM,Weapon,3,explorer
88,Player_88,4,SMG Vector,Weapon,3,explorer
89,Player_89,50,Drive 1km in Vehicle,Mission,3,sniper
89,Player_89,10,SMG UMP45,Weapon,4,sniper
89,Player_89,51,Use 5 Medkits,Mission,3,sniper
89,Player_89,39,Vehicle Lava Buggy,Skin,2,sniper
89,Player_89,1,Assault Rifle M4,Weapon,2,sniper
89,Player_89,18,SMG Tommy Gun,Weapon,3,sniper
89,Player_89,59,Win Solo Match,Mission,2,sniper
90,Player_90,51,Use 5 Medkits,Mission,5,support
90,Player_90,60,Explore All Map Zones,Mission,2,support
90,Player_90,16,Grenade Launcher,Weapon,3,support
90,Player_90,38,Helmet Skull,Skin,5,support
90,Player_90,21,Neon Striker,Skin,2,support
90,Player_90,2,Sniper AWM,Weapon,2,support
90,Player_90,12,Pistol P18C,Weapon,5,support
91,Player_91,50,Drive 1km in Vehicle,Mission,2,aggressive
91,Player_91,24,Shadow Ninja,Skin,4,aggressive
91,Player_91,33,Victory Dance Emote,Skin,5,aggressive
91,Player_91,38,Helmet Skull,Skin,2,aggressive
91,Player_91,7,Crossbow,Weapon,2,aggressive
91,Player_91,29,Ocean Pirate,Skin,5,aggressive
91,Player_91,58,Kill with Flare Gun,Mission,5,aggressive
91,Player_91,15,Sniper Mini-14,Weapon,5,aggressive
92,Player_92,32,Jungle Scout,Skin,4,collector
92,Player_92,46,Headshot Master,Mission,4,collector
92,Player_92,59,Win Solo Match,Mission,4,collector
92,Player_92,29,Ocean Pirate,Skin,4,collector
92,Player_92,5,Pistol Desert Eagle,Weapon,3,collector
93,Player_93,40,Vehicle Ice Bike,Skin,4,aggressive
93,Player_93,41,First Blood,Mission,5,aggressive
93,Player_93,38,Helmet Skull,Skin,5,aggressive
93,Player_93,36,Parachute Galaxy,Skin,2,aggressive
93,Player_93,46,Headshot Master,Mission,2,aggressive
93,Player_93,21,Neon Striker,Skin,3,aggressive
93,Player_93,25,Golden Warrior,Skin,5,aggressive
94,Player_94,57,Collect All Ammo Types,Mission,2,aggressive
94,Player_94,15,Sniper Mini-14,Weapon,4,aggressive
94,Player_94,27,Classic Soldier,Skin,5,aggressive
94,Player_94,22,Arctic Ghost,Skin,4,aggressive
94,Player_94,53,Top 10 Finish,Mission,4,aggressive
94,Player_94,30,Mech Suit,Skin,4,aggressive
94,Player_94,26,Cyber Punk,Skin,3,aggressive
94,Player_94,58,Kill with Flare Gun,Mission,5,aggressive
95,Player_95,6,LMG M249,Weapon,4,support
95,Player_95,54,Parachute 500m,Mission,3,support
95,Player_95,28,Fire Dancer,Skin,2,support
95,Player_95,7,Crossbow,Weapon,4,support
95,Player_95,48,Land at Hot Zone,Mission,2,support
96,Player_96,23,Desert Camo,Skin,4,aggressive
96,Player_96,56,Destroy 2 Vehicles,Mission,4,aggressive
96,Player_96,43,Survive 10 Minutes,Mission,2,aggressive
96,Player_96,49,Revive 3 Teammates,Mission,3,aggressive
96,Player_96,28,Fire Dancer,Skin,3,aggressive
96,Player_96,47,Squad Wipe,Mission,5,aggressive
96,Player_96,4,SMG Vector,Weapon,4,aggressive
96,Player_96,19,Shotgun S1897,Weapon,3,aggressive
97,Player_97,55,Kill 3 in One Match,Mission,3,sniper
97,Player_97,36,Parachute Galaxy,Skin,5,sniper
97,Player_97,24,Shadow Ninja,Skin,2,sniper
97,Player_97,8,Shotgun DBS,Weapon,4,sniper
97,Player_97,49,Revive 3 Teammates,Mission,2,sniper
97,Player_97,18,SMG Tommy Gun,Weapon,3,sniper
97,Player_97,37,Helmet Crown,Skin,4,sniper
98,Player_98,59,Win Solo Match,Mission,5,sniper
98,Player_98,22,Arctic Ghost,Skin,2,sniper
98,Player_98,23,Desert Camo,Skin,3,sniper
98,Player_98,1,Assault Rifle M4,Weapon,2,sniper
98,Player_98,12,Pistol P18C,Weapon,2,sniper
98,Player_98,10,SMG UMP45,Weapon,3,sniper
98,Player_98,37,Helmet Crown,Skin,5,sniper
99,Player_99,30,Mech Suit,Skin,2,explorer
99,Player_99,22,Arctic Ghost,Skin,2,explorer
99,Player_99,11,Sniper Kar98k,Weapon,3,explorer
99,Player_99,24,Shadow Ninja,Skin,3,explorer
99,Player_99,20,Pistol Flare Gun,Weapon,2,explorer
99,Player_99,47,Squad Wipe,Mission,2,explorer
99,Player_99,21,Neon Striker,Skin,4,explorer
99,Player_99,50,Drive 1km in Vehicle,Mission,5,explorer
100,Player_100,32,Jungle Scout,Skin,4,collector
100,Player_100,39,Vehicle Lava Buggy,Skin,5,collector
100,Player_100,29,Ocean Pirate,Skin,5,collector
100,Player_100,27,Classic Soldier,Skin,4,collector
100,Player_100,18,SMG Tommy Gun,Weapon,5,collector
100,Player_100,14,LMG DP-28,Weapon,5,collector
100,Player_100,49,Revive 3 Teammates,Mission,4,collector
100,Player_100,33,Victory Dance Emote,Skin,4,collector
